SampleID,SubRegion,Region,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Elevation,El_er_max,El_er_min,Age,Age_er_max,Age_er_min,Type,Interc,Indicator,Region,CoralTaxa,Remove
LJ-999,Bonaparte Gulf,Australia,-11.73,127.94,-129.955,1.164270158,1.164098364,0,0,0,21754.5,3372.5,3449.5,-1,0,1,1,0,0
ANUA-7518,Bonaparte Gulf,Australia,-12.1,127.917,-127.77,1.490981221,1.490847075,0,0,0,10403.5,356.5,275.5,-1,0,1,1,0,0
ANUA-7516,Bonaparte Gulf,Australia,-12.117,127.934,-126.13,1.490981221,1.490847075,0,0,0,13043.5,288.5,302.5,-1,0,1,1,0,0
ANUA-8815,Bonaparte Gulf,Australia,-12.167,128.001,-120.4,1.490981221,1.490847075,0,0,0,8253.5,266.5,288.5,-1,0,1,1,0,0
ANUA-8816,Bonaparte Gulf,Australia,-12.167,128.001,-119.2,1.490981221,1.490847075,0,0,0,19180,669,550,-1,0,1,1,0,0
ANUA-9318,Bonaparte Gulf,Australia,-12.167,128.001,-118.9,1.490981221,1.490847075,0,0,0,21181,640,519,-1,0,1,1,0,0
ANUA-9303,Bonaparte Gulf,Australia,-12.167,128.001,-118.6,1.490981221,1.490847075,0,0,0,27336,444,459,-1,0,1,1,0,0
ANUA-6900,Bonaparte Gulf,Australia,-12.183,128.025,-117.58,1.490981221,1.490847075,0,0,0,12680,395,473,-1,0,1,1,0,0
ANUA-8813,Bonaparte Gulf,Australia,-12.183,128.025,-116.87,1.490981221,1.490847075,0,0,0,16176,585,569,-1,0,1,1,0,0
ANUA-6928,Bonaparte Gulf,Australia,-12.183,128.025,-115.73,1.490981221,1.490847075,0,0,0,18647.5,584.5,549.5,-1,0,1,1,0,0
ANUA-6807,Bonaparte Gulf,Australia,-12.183,128.025,-115.73,1.490981221,1.490847075,0,0,0,18957,488,368,-1,0,1,1,0,0
ANUA-7531,Bonaparte Gulf,Australia,-12.183,128.025,-115.71,1.490981221,1.490847075,0,0,0,19129.5,499.5,455.5,-1,0,1,1,0,0
ANUA-6930,Bonaparte Gulf,Australia,-12.183,128.025,-114.8,1.490981221,1.490847075,0,0,0,19968.5,572.5,625.5,-1,0,1,1,0,0
ANUA-9317,Bonaparte Gulf,Australia,-12.183,128.025,-114.6,1.490981221,1.490847075,0,0,0,20744.5,484.5,406.5,-1,0,1,1,0,0
ANUA-9404,Bonaparte Gulf,Australia,-12.3,128.167,-109.65,1.490981221,1.490847075,0,0,0,17281.5,533.5,400.5,-1,0,1,1,0,0
ANUA-9324,Bonaparte Gulf,Australia,-12.3,128.167,-109.6,1.490981221,1.490847075,0,0,0,18386,395,419,-1,0,1,1,0,0
ANU-10750,Bonaparte Gulf,Australia,-12.383,128.267,-106.74,1.490981221,1.490847075,0,0,0,16885.5,448.5,474.5,-1,0,1,1,0,0
ANU-10747,Bonaparte Gulf,Australia,-12.383,128.267,-106.65,1.490981221,1.490847075,0,0,0,17123.5,613.5,575.5,-1,0,1,1,0,0
ANU-10746,Bonaparte Gulf,Australia,-12.383,128.267,-106.56,1.490981221,1.490847075,0,0,0,18276.5,401.5,410.5,-1,0,1,1,0,0
ANUA-9319,Bonaparte Gulf,Australia,-12.639,128.617,-93.9,1.490981221,1.490847075,0,0,0,12838,384,362,-1,0,1,1,0,0
ANU-10429,Bonaparte Gulf,Australia,-12.916,124.482,-129,1.490981221,1.490847075,0,0,0,17109.5,456.5,461.5,-1,0,1,1,0,0
ANU-10430,Bonaparte Gulf,Australia,-12.916,124.482,-129,1.490981221,1.490847075,0,0,0,21542,440,508,-1,0,1,1,0,0
ANUA-7520,Bonaparte Gulf,Australia,-11.208,126.326,-100.13,1.490981221,1.490847075,0,0,0,16921,429,449,-1,0,1,1,0,0
ANUA-7519,Bonaparte Gulf,Australia,-11.231,128.292,-99.15,1.490981221,1.490847075,0,0,0,16712,481,528,-1,0,1,1,0,0
Wk-35725,Bonaparte Gulf,Australia,-12.691,128.809,-93.1622,1.755777292,1.755777292,0,0,0,15214.5,259.5,222.5,-1,0,1,1,0,0
Wk-35726,Bonaparte Gulf,Australia,-12.691,128.809,-96.1622,1.755777292,1.755777292,0,0,0,21580,301,279,-1,0,1,1,0,0
Wk-35727,Bonaparte Gulf,Australia,-12.795,128.951,-85.3638,1.897848102,1.897848102,0,0,0,13887,197,198,-1,0,1,1,0,0
Wk-35728,Bonaparte Gulf,Australia,-12.795,128.951,-85.3638,1.897848102,1.897848102,0,0,0,14477,350,295,-1,0,1,1,0,0
Wk-37168,Bonaparte Gulf,Australia,-12.795,128.951,-85.3638,1.897848102,1.897848102,0,0,0,15013.5,260.5,254.5,-1,0,1,1,0,0
Wk-37164,Bonaparte Gulf,Australia,-10.45,129.695,-109.1371,1.359607058,1.359607058,0,0,0,20687.5,229.5,245.5,-1,0,1,1,0,0

