SampleID,SubRegion,Region,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Elevation,El_er_max,El_er_min,Age,Age_er_max,Age_er_min,Type,Interc,Indicator,Region,CoralTaxa,Remove
YAUT-01960,Bonaparte Gulf,Australia,-12.18,128.03,-140.01,0.740354645,0.740084455,0,0,0,1654,188,176,-1,0,1,1,0,0
YAUT-01960,Bonaparte Gulf,Australia,-12.18,128.03,-140.03,0.893378419,0.893154522,0,0,0,11425,279,203,-1,0,1,1,0,0
YAUT-01960,Bonaparte Gulf,Australia,-12.18,128.03,-140.22,0.893378419,0.893154522,0,0,0,10394.5,199.5,203.5,-1,0,1,1,0,0
YAUT-01960,Bonaparte Gulf,Australia,-12.18,128.03,-140.31,0.893378419,0.893154522,0,0,0,21161,302,291,-1,0,1,1,0,0
B274,Bonaparte Gulf,Australia,-12.18,128.03,-140.43,0.893378419,0.893154522,0,0,0,49.5,231.5,48.5,-1,0,1,1,0,0
YAUT-01961,Bonaparte Gulf,Australia,-12.18,128.03,-140.64,0.893378419,0.893154522,0,0,0,23347.5,336.5,281.5,-1,0,1,1,0,0
YAUT-01961,Bonaparte Gulf,Australia,-12.18,128.03,-140.74,0.893378419,0.893154522,0,0,0,23347.5,336.5,281.5,-1,0,1,1,0,0
YAUT-01961,Bonaparte Gulf,Australia,-12.18,128.03,-141.33,0.893378419,0.893154522,0,0,0,24042.5,300.5,265.5,-1,0,1,1,0,0
B274,Bonaparte Gulf,Australia,-12.18,128.03,-141.66,0.893378419,0.893154522,0,0,0,24049,452,317,-1,0,1,1,0,0
YAUT-01964,Bonaparte Gulf,Australia,-12.18,128.03,-141.73,0.893378419,0.893154522,0,0,0,24007,289,248,-1,0,1,1,0,0
YAUT-003718,Bonaparte Gulf,Australia,-12.18,128.03,-140.03,0.740354645,0.740084455,0,0,0,1105.5,154.5,164.5,-1,0,1,1,0,0
YAUT-003906,Bonaparte Gulf,Australia,-12.18,128.03,-140.22,0.740354645,0.740084455,0,0,0,7848.5,141.5,172.5,-1,0,1,1,0,0
YAUT-003719,Bonaparte Gulf,Australia,-12.18,128.03,-140.45,0.740354645,0.740084455,0,0,0,7269.5,197.5,224.5,-1,0,1,1,0,0
YAUT-012705,Bonaparte Gulf,Australia,-12.18,128.03,-140.54,0.740354645,0.740084455,0,0,0,24159,406,348,-1,0,1,1,0,0
YAUT-003907,Bonaparte Gulf,Australia,-12.18,128.03,-140.74,0.740354645,0.740084455,0,0,0,24692.5,318.5,365.5,-1,0,1,1,0,0
YAUT-004007,Bonaparte Gulf,Australia,-12.18,128.03,-141.01,0.740354645,0.740084455,0,0,0,24342.5,400.5,380.5,-1,0,1,1,0,0
LJ-996,Bonaparte Gulf,Australia,-11.73,127.94,-131.91,1.164270158,1.164098364,0,0,0,3281.5,524.5,508.5,-1,0,1,1,0,0
LJ-997,Bonaparte Gulf,Australia,-11.73,127.94,-131.14,1.164270158,1.164098364,0,0,0,17816,2375,2563,-1,0,1,1,0,0
LJ-998,Bonaparte Gulf,Australia,-11.73,127.94,-130.995,1.164270158,1.164098364,0,0,0,19985.5,2408.5,2246.5,-1,0,1,1,0,0
