SampleID,SubRegion,Region,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Elevation,El_er_max,El_er_min,Age,Age_er_max,Age_er_min,Type,Interc,Indicator,Region,CoralTaxa,Remove
1-11-978,Becher Point,,-32.28,115.71,2.27185,1.172689217,1.172689217,0,0,0,6423,247,224,0,0,1,11,0,0
1-11-979,Becher Point,,-32.28,115.71,1.77185,1.172689217,1.172689217,0,0,0,6179,217,244,0,0,1,11,0,0
GX12023,Becher/Rockingham,,-32.27,115.7,1.37185,0.904613177,0.904613177,0,0,0,4525,760,674,0,0,1,11,0,0
GX12022,Becher/Rockingham,,-32.27,115.7,0.37185,0.904613177,0.904613177,0,0,0,2844,542,662,0,0,1,11,0,0
GX12026,Becher/Rockingham,,-32.28,115.71,2.47185,1.250079997,1.250079997,0,0,0,7852,779,848,0,0,1,11,0,0
1-11-977,Becher Point,,-32.28,115.71,2.37185,1.12282011,1.12282011,0,0,0,7254,220,299,0,0,1,11,0,0
GX12027,Becher/Rockingham,,-32.29,115.71,2.47185,1.250329956,1.250329956,0,0,0,7635,962,1134,0,0,1,11,0,0
GX11882,Becher/Rockingham,,-32.29,115.71,0.87185,1.250329956,1.250329956,0,0,0,3547,591,580,0,0,1,11,0,0
GX11867,Becher/Rockingham,,-32.29,115.71,-0.12815,1.250079997,1.250079997,0,0,0,523,354,522,0,0,1,11,0,0
GX11868,Becher/Rockingham,,-32.29,115.71,-0.12815,0.904613177,0.904613177,0,0,0,532,365,388,0,0,1,11,0,0
GX12907,Becher/Rockingham,,-32.29,115.71,-0.12815,0.904613177,0.904613177,0,0,0,1272,288,311,0,0,1,11,0,0
1-12-557,Becher Point,,-32.39,115.74,1.47185,0.828085141,0.828085141,0,0,0,5043,258,198,0,0,1,11,0,0
1-11-774,Becher Point,,-32.37,115.78,0.17185,0.828085141,0.828085141,0,0,0,1583,225,208,0,0,1,11,0,0
1-12-362,Becher Point,,-32.28,115.71,0.57185,1.250079997,1.250079997,0,0,0,2873,273,148,0,0,1,11,0,0
GX11585,Becher Point,,-32.28,115.71,0.57185,0.904613177,0.904613177,0,0,0,2179,514,346,0,0,1,11,0,0
GX11586,Becher Point,,-32.28,115.71,0.82185,0.904613177,0.904613177,0,0,0,4269,603,696,0,0,1,11,0,0
GX12628,Becher/Rockingham,,-32.29,115.71,0.87185,0.904613177,0.904613177,0,0,0,2794,532,455,0,0,1,11,0,0
GX12627,Becher/Rockingham,,-32.29,115.71,-0.12815,0.904613177,0.904613177,0,0,0,1769,333,356,0,0,1,11,0,0
GX12626,Becher/Rockingham,,-32.29,115.71,-0.12815,0.904613177,0.904613177,0,0,0,579,335,294,0,0,1,11,0,0
GX12902,Becher/Rockingham,,-32.36,115.73,0.37185,0.90184533,0.90184533,0,0,0,3707,442,430,0,0,1,11,0,0
GX-12618,Bouvard Reefs,,-32.46,115.75,2,0.572763442,0.572763442,0,0,0,5516,660,660,-1,0,1,11,0,0
GX-11886,Bouvard Reefs,,-32.81,115.64,-2,0.572763442,0.572763442,0,0,0,7672,616,570,-1,0,1,11,0,0
GX-12654,Bouvard Reefs,,-32.81,115.64,-2,0.572763442,0.572763442,0,0,0,7765,228,214,-1,0,1,11,0,0
GX-12653,Bouvard Reefs,,-32.81,115.64,-6.12815,0.572763442,0.572763442,0,0,0,8164,691,583,0,0,1,11,0,0
GX-12917,Bouvard Reefs,,-33.14,115.69,-1,0.572763442,0.572763442,0,0,0,6410,222,186,-1,0,1,11,0,0
GX-12918,Bouvard Reefs,,-33.14,115.69,-1,0.572786173,0.572786173,0,0,0,6963,458,467,-1,0,1,11,0,0
GX-12920,Bouvard Reefs,,-33.14,115.69,1.5,0.572786173,0.572786173,0,0,0,4232,272,251,-1,0,1,11,0,0
GX-12657,Peel-Harvey Estuary,,-32.59,115.69,1,0.572776625,0.572776625,0,0,0,4718,241,270,-1,0,1,11,0,0
GX-12668,Peel-Harvey Estuary,,-32.59,115.69,1.03,0.572776625,0.572776625,0,0,0,4893,313,278,-1,0,1,11,0,0
GX-12662,Peel-Harvey Estuary,,-32.59,115.69,1.5,0.572776625,0.572776625,0,0,0,4987,329,403,-1,0,1,11,0,0
GX-12661,Peel-Harvey Estuary,,-32.59,115.69,1.5,0.572776625,0.572776625,0,0,0,5114,197,244,-1,0,1,11,0,0
GX-12659,Peel-Harvey Estuary,,-32.59,115.69,1.5,0.572776625,0.572776625,0,0,0,6135,144,136,-1,0,1,11,0,0
GX-12660,Peel-Harvey Estuary,,-32.59,115.69,1.5,0.572776625,0.572776625,0,0,0,6946,615,635,-1,0,1,11,0,0
GX-12669,Peel-Harvey Estuary,,-32.55,115.72,1,0.572776625,0.572776625,0,0,0,7228,704,776,-1,0,1,11,0,0
GX-12673,Peel-Harvey Estuary,,-32.55,115.72,0.87,0.572776625,0.572776625,0,0,0,4811,493,493,-1,0,1,11,0,0
GX-12676,Peel-Harvey Estuary,,-32.55,115.72,1.07,0.572776625,0.572776625,0,0,0,5433,164,344,-1,0,1,11,0,0
GX-10961,Peel-Harvey Estuary,,-32.51,115.73,0.97825,1.124976916,1.124976916,0,0,0,6559,593,530,-1,0,1,11,0,0
GX-10960,Peel-Harvey Estuary,,-32.51,115.73,0.97825,1.16824572,1.16824572,0,0,0,4893,573,591,-1,0,1,11,0,0
GX-11090,Peel-Harvey Estuary,,-32.51,115.73,0.97825,1.143944302,1.143944302,0,0,0,4948,347,323,-1,0,1,11,0,0
GX-12658,Peel-Harvey Estuary,,-32.51,115.73,0.97825,1.143944302,1.143944302,0,0,0,4904,307,248,-1,0,1,11,0,0
