Region,Latitude,Longitude,RSL,RSL_er_max,RSL_er_min,Elevation,El_er_max,El_er_min,Age,Age_er_max,Age_er_min,Type,Interc,Indicator,Region,CoralTaxa
Esperance,-33.86,121.89,1.2297,0.515602647,0.515602647,0,0,0,4759,201,181,0,0,1,9,0
Esperance,-33.86,121.89,0.7297,0.515602647,0.515602647,0,0,0,2590,165,222,0,0,1,9,0
Esperance,-33.871,121.945,-29.1132,0.780543785,0.780345334,0,0,0,5605,251,225,-1,0,1,9,0
Esperance,-33.871,121.945,-28.49,0.780921789,0.780345334,0,0,0,6849,225,210,-1,0,1,9,0
Esperance,-33.871,121.945,-15.5532,0.780425704,0.780345334,0,0,0,6148,175,212,-1,0,1,9,0
Esperance,-33.957,121.941,-15.7232,0.780481902,0.780345334,0,0,0,10590,307,318,-1,0,1,9,0
Esperance,-33.957,121.941,-15.3632,0.710760691,0.710722168,0,0,0,7802,197,203,-1,0,1,9,0
Esperance,-33.98,121.994,-26.85,0.781231515,0.780345334,0,0,0,135,143,134,-1,0,1,9,0
Esperance,-33.98,121.994,-25.57,0.780431547,0.780345334,0,0,0,3711,210,224,-1,0,1,9,0
